Age,Gender,Job Type,Daily Social Media Time,Social Platform Preference,Number of Notifications,Work Hours per Day,Perceived Productivity Score,Actual Productivity Score,Stress Level,Sleep Hours,Screen Time Before Sleep,Breaks During Work,Uses Focus Apps,Has Digital Wellbeing Enabled,Coffee Consumption per Day,Days Feeling Burnout per Month,Weekly Offline Hours,Job Satisfaction Score
64.0,Female,Health,1.9,TikTok,63.0,6.59,6.58,5.77,8.0,7.8,0.0,5.0,True,True,3.0,10.0,19.66,5.37
50.0,Male,Student,1.3,Twitter,57.0,4.95,2.37,2.36,9.0,6.86,0.21,0.0,False,True,5.0,12.0,8.91,2.82
22.0,Female,Unemployed,0.0,Telegram,55.0,5.57,4.45,3.95,1.0,5.18,1.56,3.0,True,True,0.0,5.0,0.29,3.21
36.0,Female,IT,2.05,Telegram,55.0,8.13,8.21,6.9,10.0,7.11,1.75,1.0,True,False,0.0,27.0,10.54,9.4
21.0,Male,Health,1.51,Facebook,65.0,8.11,6.99,6.85,7.0,7.86,0.79,9.0,False,False,1.0,5.0,19.43,6.04
52.0,Female,Health,2.49,Instagram,62.0,7.26,7.89,6.49,8.0,4.84,0.96,1.0,True,False,1.0,15.0,22.03,5.85
47.0,Male,Student,4.98,Instagram,57.0,9.23,2.24,2.71,1.0,8.18,0.0,7.0,False,False,3.0,30.0,8.19,3.85
46.0,Male,IT,4.36,Instagram,56.0,5.71,6.57,6.07,4.0,6.32,0.84,5.0,False,False,4.0,4.0,14.76,7.34
23.0,Female,IT,0.45,TikTok,55.0,3.17,7.2,5.65,8.0,6.17,1.26,5.0,False,False,1.0,0.0,18.93,5.76
52.0,Male,IT,4.12,TikTok,47.0,5.0,5.2,4.7,5.0,6.43,1.57,3.0,False,True,2.0,1.0,20.5,3.14
58.0,Male,Unemployed,4.12,TikTok,40.0,7.97,7.47,6.28,1.0,7.43,0.19,2.0,False,False,0.0,31.0,11.26,7.18
54.0,Female,Health,1.42,Instagram,56.0,6.79,4.33,3.52,6.0,6.66,0.38,6.0,True,False,2.0,19.0,4.98,2.37
41.0,Female,Unemployed,0.35,Telegram,68.0,8.56,6.78,5.55,7.0,6.88,1.31,5.0,False,True,4.0,30.0,11.84,5.86
52.0,Female,IT,1.73,Instagram,44.0,5.75,5.47,4.91,2.0,4.82,0.0,0.0,False,False,0.0,8.0,3.27,4.33
38.0,Female,Unemployed,6.58,Facebook,76.0,8.39,7.85,7.39,3.0,5.06,1.29,4.0,False,False,2.0,21.0,24.01,6.41
50.0,Male,Unemployed,2.49,Telegram,55.0,3.19,6.6,5.74,9.0,7.07,1.51,5.0,False,False,2.0,16.0,18.03,6.28
42.0,Male,IT,1.89,Twitter,56.0,6.25,7.29,6.87,10.0,8.0,1.52,10.0,False,False,1.0,0.0,11.79,6.92
59.0,Male,Health,4.1,Instagram,56.0,1.3,7.68,7.02,7.0,7.41,0.0,9.0,False,False,0.0,1.0,0.0,7.22
20.0,Male,Unemployed,3.84,TikTok,68.0,4.56,6.38,5.12,2.0,7.66,0.44,4.0,True,False,1.0,19.0,17.07,5.6
63.0,Female,Finance,4.03,Instagram,56.0,7.79,5.05,5.22,9.0,4.41,1.79,2.0,False,True,2.0,8.0,0.0,3.23
49.0,Male,Student,2.14,TikTok,43.0,6.9,5.45,4.56,10.0,5.15,0.36,8.0,False,False,1.0,13.0,0.0,5.06
64.0,Male,Education,3.55,TikTok,56.0,5.33,3.34,3.7,8.0,7.7,0.48,10.0,False,True,1.0,19.0,23.15,3.77
40.0,Male,IT,3.73,Telegram,63.0,8.95,7.25,7.84,9.0,7.65,0.03,3.0,False,True,2.0,0.0,5.43,8.27
19.0,Female,Student,1.85,TikTok,59.0,5.91,4.36,4.21,3.0,3.78,0.0,9.0,False,False,4.0,15.0,10.49,4.88
19.0,Female,Education,3.93,Telegram,70.0,7.97,3.71,2.98,8.0,6.02,1.12,3.0,False,False,2.0,8.0,5.68,3.61
57.0,Male,Finance,5.64,Telegram,56.0,6.13,5.58,4.84,1.0,7.33,1.51,9.0,True,True,1.0,2.0,9.59,3.4
50.0,Female,Student,3.03,Facebook,70.0,5.5,6.43,4.71,2.0,7.32,0.46,1.0,False,False,1.0,12.0,16.8,4.55
26.0,Female,Health,3.5,Twitter,61.0,5.96,8.39,6.52,7.0,6.95,0.77,5.0,False,True,3.0,10.0,1.46,5.86
60.0,Male,Education,0.56,Instagram,58.0,7.81,2.53,2.62,4.0,4.92,0.31,0.0,False,True,4.0,7.0,6.71,3.29
65.0,Male,Unemployed,3.26,TikTok,77.0,5.58,4.18,4.17,1.0,3.55,0.69,9.0,True,False,4.0,23.0,20.26,3.65
56.0,Male,Health,2.49,TikTok,70.0,4.02,8.94,7.65,4.0,5.89,0.64,2.0,False,False,3.0,5.0,9.34,8.28
52.0,Female,Student,1.09,Twitter,55.0,5.12,2.04,1.68,5.0,7.51,0.42,5.0,False,True,3.0,27.0,10.15,2.45
42.0,Female,Health,2.41,TikTok,68.0,4.86,5.57,5.5,6.0,9.46,1.17,0.0,False,False,3.0,12.0,13.47,6.14
30.0,Male,Education,0.1,Telegram,45.0,8.85,5.64,4.51,4.0,5.08,0.92,2.0,False,False,1.0,5.0,11.72,3.05
53.0,Male,Education,6.1,Telegram,64.0,6.97,6.73,6.12,3.0,7.9,0.89,4.0,False,False,1.0,27.0,6.3,7.27
62.0,Female,Unemployed,0.0,Instagram,49.0,5.67,8.42,6.49,10.0,7.72,1.16,0.0,False,False,4.0,5.0,4.05,7.17
37.0,Male,Health,1.85,Instagram,79.0,5.38,8.08,7.25,6.0,5.95,0.08,1.0,True,True,1.0,16.0,23.19,7.59
25.0,Male,Education,1.52,TikTok,68.0,9.2,7.76,7.22,2.0,6.13,1.3,0.0,False,True,1.0,15.0,10.32,6.96
33.0,Female,Finance,2.14,Twitter,64.0,7.09,7.15,6.27,2.0,4.61,1.25,8.0,False,False,3.0,25.0,6.59,6.05
40.0,Male,Education,6.11,Instagram,64.0,10.99,3.14,3.82,2.0,5.58,0.47,10.0,True,False,3.0,5.0,0.0,5.54
19.0,Male,Unemployed,0.0,Instagram,69.0,6.7,7.04,6.48,5.0,5.15,1.41,8.0,False,False,2.0,0.0,5.46,6.11
49.0,Female,Finance,4.08,Instagram,61.0,8.96,6.86,5.75,8.0,5.79,1.24,7.0,False,True,3.0,10.0,3.82,6.58
39.0,Female,Education,7.79,TikTok,39.0,8.72,7.18,7.06,6.0,7.15,0.54,10.0,True,False,1.0,23.0,20.43,6.16
59.0,Female,Health,1.0,Instagram,61.0,9.92,2.05,1.36,3.0,5.23,0.77,3.0,False,False,3.0,29.0,3.31,1.27
23.0,Female,Student,1.32,Facebook,76.0,7.67,8.08,7.04,5.0,5.84,0.53,8.0,False,True,1.0,17.0,16.3,5.88
60.0,Male,Health,0.0,Telegram,69.0,1.71,5.69,5.51,5.0,6.99,0.77,2.0,True,False,1.0,31.0,4.13,6.43
54.0,Female,Unemployed,2.68,Facebook,58.0,4.73,4.7,4.64,10.0,7.44,1.76,3.0,True,False,5.0,26.0,0.0,4.12
50.0,Female,Health,4.39,Facebook,67.0,7.21,4.61,3.96,2.0,4.37,1.4,6.0,True,False,4.0,17.0,11.67,2.37
25.0,Female,Finance,3.95,Facebook,59.0,6.84,6.53,5.92,5.0,4.55,1.33,2.0,False,False,2.0,0.0,23.83,7.36
61.0,Male,Education,2.12,Instagram,47.0,2.93,2.2,1.81,6.0,6.41,0.32,6.0,False,True,2.0,28.0,0.0,4.02
22.0,Female,Finance,0.48,Telegram,67.0,10.71,5.14,4.43,1.0,6.43,1.94,6.0,False,True,2.0,27.0,0.0,2.06
56.0,Female,Unemployed,1.16,Telegram,70.0,7.04,2.95,2.34,10.0,9.01,0.0,3.0,True,False,2.0,16.0,0.89,3.17
21.0,Female,Student,6.26,Facebook,62.0,6.53,5.83,6.0,6.0,3.41,1.38,6.0,False,False,0.0,12.0,14.95,4.23
23.0,Female,Unemployed,3.41,Facebook,60.0,6.65,2.76,1.88,8.0,7.21,0.86,9.0,False,True,1.0,24.0,20.55,2.34
49.0,Female,Health,4.24,Instagram,67.0,8.82,6.41,5.75,9.0,6.1,0.0,10.0,True,True,2.0,4.0,15.29,5.04
47.0,Male,IT,2.08,TikTok,57.0,8.27,4.87,4.66,1.0,8.31,1.9,5.0,True,False,3.0,11.0,11.9,4.15
57.0,Female,Health,0.17,Telegram,54.0,4.65,7.84,7.3,6.0,7.22,1.27,8.0,False,False,2.0,8.0,10.98,6.72
33.0,Male,Finance,6.19,TikTok,56.0,8.97,3.09,2.25,10.0,7.5,0.0,7.0,True,False,2.0,25.0,7.95,1.72
47.0,Female,IT,1.92,Facebook,71.0,5.2,7.76,6.55,3.0,5.4,0.0,7.0,True,True,1.0,6.0,3.87,5.55
36.0,Female,Student,2.88,Facebook,68.0,6.05,6.87,6.28,7.0,4.96,1.89,2.0,False,False,3.0,1.0,0.0,4.51
34.0,Male,Finance,2.01,Telegram,53.0,8.76,3.57,2.49,7.0,7.54,1.17,4.0,False,False,2.0,5.0,0.0,2.66
36.0,Female,IT,0.17,Twitter,59.0,6.71,4.97,4.78,9.0,5.29,1.2,9.0,False,True,4.0,22.0,13.21,5.2
43.0,Male,Finance,4.59,Twitter,57.0,8.65,7.43,7.11,6.0,5.41,0.6,5.0,True,False,0.0,4.0,11.45,7.07
40.0,Male,Student,1.23,Telegram,72.0,10.17,6.8,5.84,9.0,7.14,0.73,5.0,False,True,1.0,21.0,9.37,8.06
26.0,Female,Unemployed,3.67,Instagram,60.0,3.75,7.51,7.03,8.0,6.71,1.34,2.0,True,False,1.0,31.0,7.26,7.19
18.0,Female,Education,1.33,Twitter,61.0,8.1,7.83,7.01,2.0,7.39,1.51,9.0,False,False,5.0,7.0,2.61,5.89
18.0,Male,Finance,1.07,Twitter,55.0,3.18,2.5,1.73,1.0,8.31,0.27,4.0,True,False,2.0,24.0,6.03,1.43
51.0,Female,Health,1.5,Facebook,36.0,5.36,6.65,5.71,4.0,8.8,0.0,3.0,True,False,4.0,26.0,7.34,6.89
49.0,Female,Education,4.46,Twitter,54.0,2.58,4.83,3.82,4.0,7.41,1.15,10.0,False,False,3.0,20.0,4.89,5.67
18.0,Female,Unemployed,3.77,Instagram,62.0,4.8,8.2,8.48,2.0,6.23,1.61,0.0,False,False,4.0,18.0,7.01,7.21
33.0,Female,IT,0.0,TikTok,57.0,5.71,6.33,5.48,8.0,8.45,0.76,1.0,True,False,0.0,12.0,17.76,4.2
56.0,Male,Education,2.54,Facebook,70.0,7.08,2.78,2.49,1.0,4.85,0.25,5.0,False,True,2.0,9.0,25.27,2.53
22.0,Female,Finance,4.43,Facebook,52.0,6.26,4.16,3.08,4.0,7.64,0.12,4.0,False,False,4.0,12.0,9.02,6.0
39.0,Male,Health,1.03,TikTok,67.0,6.02,3.09,3.42,4.0,6.89,2.18,10.0,False,False,2.0,18.0,14.65,4.78
46.0,Male,Finance,5.66,Facebook,75.0,7.77,8.04,7.18,3.0,5.92,0.7,9.0,True,False,3.0,4.0,14.81,5.44
20.0,Female,Health,5.61,Facebook,69.0,4.39,8.11,7.57,4.0,9.85,0.41,3.0,True,False,2.0,29.0,19.34,8.05
43.0,Male,Health,4.91,Telegram,59.0,7.73,6.69,6.56,1.0,6.9,1.5,9.0,False,False,2.0,6.0,0.0,5.77
33.0,Male,Student,5.42,Telegram,52.0,8.62,2.72,2.83,5.0,5.52,1.89,0.0,True,False,1.0,5.0,0.0,3.96
31.0,Female,Health,4.45,Facebook,59.0,4.42,5.08,3.99,6.0,5.17,1.0,4.0,True,True,0.0,22.0,3.7,3.66
45.0,Female,IT,3.79,TikTok,49.0,6.84,4.63,4.18,3.0,6.75,0.19,9.0,True,False,0.0,26.0,26.34,4.77
22.0,Male,Unemployed,7.99,Twitter,67.0,6.31,6.43,6.07,1.0,7.29,1.06,5.0,False,False,3.0,7.0,11.76,5.72
22.0,Male,Education,2.79,Facebook,50.0,9.09,8.09,8.05,7.0,5.68,0.98,0.0,False,False,1.0,27.0,7.47,8.08
33.0,Female,Unemployed,2.2,Instagram,57.0,8.64,2.96,2.99,10.0,10.0,1.02,5.0,False,False,2.0,21.0,13.52,3.76
43.0,Female,Student,4.91,TikTok,61.0,7.31,8.35,7.16,1.0,7.92,1.57,5.0,False,False,1.0,13.0,6.66,6.46
65.0,Male,Unemployed,3.56,Twitter,66.0,8.05,6.95,6.4,4.0,7.54,0.28,6.0,False,True,1.0,25.0,8.96,5.63
38.0,Male,Student,3.07,Instagram,47.0,8.92,4.07,4.05,2.0,6.69,0.55,1.0,True,False,0.0,14.0,1.92,2.93
50.0,Female,Education,4.94,Instagram,68.0,6.75,6.98,5.71,9.0,6.1,0.0,0.0,True,False,0.0,22.0,20.02,3.97
47.0,Female,Unemployed,1.3,Instagram,61.0,7.77,8.29,8.35,2.0,5.81,1.18,1.0,False,True,0.0,19.0,0.86,6.74
54.0,Female,Unemployed,4.94,Instagram,71.0,6.94,3.33,3.25,10.0,6.32,0.74,2.0,False,False,1.0,14.0,15.48,4.67
27.0,Male,Unemployed,8.34,Facebook,49.0,5.21,8.97,8.81,1.0,6.17,1.34,8.0,False,False,1.0,21.0,19.38,9.41
53.0,Female,Finance,5.18,TikTok,48.0,7.74,8.28,7.17,9.0,7.84,0.91,10.0,False,False,1.0,12.0,19.73,7.15
51.0,Male,Education,3.92,Facebook,62.0,8.31,7.41,5.94,6.0,6.22,0.67,5.0,False,False,0.0,3.0,0.0,6.32
27.0,Male,IT,5.18,Instagram,70.0,11.82,6.25,5.29,7.0,6.27,1.46,6.0,False,True,1.0,8.0,14.86,5.73
18.0,Female,IT,3.65,TikTok,46.0,4.91,2.37,2.07,3.0,6.56,1.14,4.0,False,True,5.0,28.0,4.71,1.46
21.0,Male,Finance,2.07,Facebook,72.0,5.61,5.2,4.62,6.0,3.74,1.73,10.0,False,False,2.0,15.0,20.05,2.47
19.0,Female,Finance,1.14,Facebook,68.0,6.29,6.26,5.46,10.0,7.52,0.86,3.0,False,False,3.0,25.0,9.88,6.84
49.0,Female,IT,3.69,TikTok,56.0,11.84,5.28,3.81,8.0,4.91,0.0,10.0,False,True,3.0,3.0,15.12,2.12
44.0,Male,Student,0.48,Facebook,68.0,5.73,6.25,5.48,10.0,8.49,0.32,1.0,False,False,1.0,3.0,12.57,5.18
37.0,Female,Student,0.26,Instagram,69.0,7.5,8.25,9.03,4.0,4.44,0.39,4.0,False,False,1.0,31.0,3.74,10.0
41.0,Female,Finance,4.6,Twitter,61.0,8.67,7.35,6.03,2.0,3.77,1.88,1.0,True,False,2.0,11.0,8.24,8.58
29.0,Female,Student,4.12,TikTok,55.0,6.8,6.35,5.06,7.0,7.0,0.77,0.0,True,True,4.0,1.0,7.63,4.55
18.0,Male,Finance,3.34,Instagram,44.0,7.09,4.85,4.26,5.0,6.33,1.32,5.0,False,False,1.0,3.0,0.0,3.29
57.0,Female,IT,7.23,TikTok,57.0,7.11,2.04,1.22,5.0,7.42,0.0,5.0,False,False,3.0,28.0,0.0,0.96
60.0,Female,Health,2.23,Facebook,68.0,5.97,7.93,7.13,7.0,7.18,0.65,7.0,False,False,1.0,29.0,5.23,5.87
61.0,Male,Health,7.21,Twitter,60.0,6.65,4.58,4.25,7.0,6.33,0.26,4.0,True,False,1.0,17.0,3.47,5.17
46.0,Female,Health,5.6,Facebook,58.0,6.7,3.81,2.85,6.0,5.26,1.06,10.0,False,False,0.0,21.0,2.94,1.04
29.0,Female,Unemployed,1.43,Telegram,57.0,4.9,4.58,4.29,1.0,4.06,1.59,8.0,False,True,1.0,6.0,7.71,4.66
63.0,Male,Education,7.07,Instagram,42.0,9.48,8.1,7.49,5.0,5.48,0.17,2.0,False,False,0.0,16.0,6.63,6.03
40.0,Female,Unemployed,3.48,Twitter,71.0,6.76,5.07,3.94,2.0,7.19,1.69,5.0,False,False,3.0,6.0,19.89,3.43
34.0,Female,Health,3.64,Twitter,64.0,8.44,6.15,5.85,1.0,5.37,0.75,9.0,False,False,3.0,22.0,6.68,6.57
43.0,Male,Unemployed,6.16,Twitter,60.0,6.92,6.98,6.58,4.0,7.85,1.01,2.0,True,False,4.0,7.0,17.21,4.36
27.0,Male,Finance,2.57,TikTok,66.0,5.18,5.13,4.2,4.0,7.67,1.32,0.0,False,True,2.0,17.0,10.19,3.96
43.0,Female,Education,4.05,Instagram,57.0,7.6,8.21,7.92,3.0,4.65,1.22,6.0,True,False,4.0,27.0,8.64,7.65
62.0,Female,Health,3.47,Instagram,68.0,5.65,8.64,8.28,8.0,6.71,0.89,0.0,False,False,0.0,12.0,6.83,6.32
28.0,Male,IT,5.58,Telegram,54.0,9.28,7.38,7.01,2.0,9.71,1.31,8.0,False,True,0.0,0.0,1.94,7.0
42.0,Female,Student,3.52,Facebook,74.0,12.0,7.44,7.3,6.0,5.2,1.21,0.0,True,False,3.0,7.0,3.99,7.24
38.0,Female,Education,4.18,TikTok,54.0,8.51,8.6,7.8,1.0,6.19,1.38,4.0,False,False,4.0,7.0,13.5,8.27
27.0,Male,IT,0.0,Telegram,61.0,8.58,5.1,3.89,7.0,8.5,1.1,8.0,True,False,4.0,22.0,14.44,3.46
54.0,Female,Student,0.69,Instagram,65.0,8.41,5.87,4.69,1.0,7.06,2.13,2.0,False,True,3.0,10.0,14.37,5.25
52.0,Male,Finance,3.78,Facebook,65.0,8.66,3.75,2.49,5.0,7.92,0.6,2.0,False,False,3.0,30.0,13.31,2.01
53.0,Male,Finance,0.0,Instagram,49.0,5.88,8.9,8.53,4.0,6.33,0.0,2.0,True,False,2.0,24.0,1.48,8.42
35.0,Female,IT,0.25,Telegram,59.0,5.12,5.4,5.3,1.0,8.25,0.64,10.0,False,False,0.0,16.0,1.87,5.11
49.0,Female,Student,4.13,Telegram,48.0,7.42,6.56,6.25,6.0,4.92,0.8,8.0,True,False,4.0,29.0,16.33,8.27
54.0,Male,Finance,4.33,Facebook,53.0,6.57,6.44,5.55,10.0,7.59,0.99,2.0,False,True,3.0,19.0,25.48,6.03
30.0,Female,Finance,6.61,Instagram,60.0,3.33,2.05,1.69,4.0,6.41,0.0,7.0,True,False,2.0,20.0,13.53,1.32
40.0,Female,Finance,3.2,Telegram,50.0,4.74,3.79,4.0,1.0,6.15,1.09,2.0,False,False,3.0,29.0,10.77,3.44
52.0,Female,Education,1.08,TikTok,63.0,6.42,2.61,2.27,9.0,6.77,0.38,0.0,True,False,2.0,1.0,14.77,2.89
58.0,Male,Health,0.2,Facebook,52.0,6.93,8.12,7.68,10.0,7.29,1.83,8.0,True,True,2.0,3.0,10.72,7.83
47.0,Male,Education,1.39,Twitter,71.0,8.31,3.07,2.59,5.0,5.42,1.73,0.0,True,False,2.0,12.0,7.36,3.96
37.0,Female,Finance,2.74,Instagram,83.0,5.08,4.24,3.31,4.0,7.47,2.18,7.0,False,False,1.0,4.0,4.88,5.08
65.0,Male,IT,2.66,TikTok,47.0,9.04,6.12,4.79,10.0,6.84,1.21,10.0,True,False,5.0,8.0,0.0,5.81
42.0,Male,Unemployed,3.47,Facebook,59.0,7.57,3.3,3.3,10.0,8.34,1.99,5.0,False,True,2.0,3.0,23.67,2.38
39.0,Female,Student,3.3,Telegram,59.0,8.17,4.89,4.28,8.0,7.35,1.74,7.0,False,False,2.0,8.0,26.72,3.28
30.0,Female,IT,5.46,Telegram,56.0,6.16,7.08,6.35,2.0,5.25,2.35,8.0,True,True,1.0,24.0,6.04,6.36
53.0,Female,Student,0.16,TikTok,66.0,9.82,6.01,4.55,3.0,8.28,1.44,8.0,False,False,1.0,16.0,0.0,4.76
29.0,Female,Unemployed,6.27,TikTok,63.0,7.95,6.98,6.63,3.0,6.9,1.72,10.0,True,False,2.0,7.0,10.03,5.92
58.0,Female,Student,2.07,Instagram,51.0,8.16,5.1,4.25,8.0,7.44,0.06,8.0,False,True,3.0,4.0,18.37,4.0
36.0,Female,Unemployed,5.41,Telegram,54.0,8.13,6.6,6.53,7.0,6.96,1.22,0.0,False,False,1.0,3.0,11.06,5.51
29.0,Female,Finance,3.81,Instagram,63.0,5.68,8.24,7.32,3.0,6.42,1.54,7.0,False,False,4.0,11.0,6.41,6.62
26.0,Male,Education,5.94,Telegram,67.0,5.36,5.58,5.18,9.0,9.01,1.54,4.0,False,True,1.0,20.0,11.71,3.8
45.0,Male,Unemployed,4.74,Twitter,62.0,6.46,6.97,5.75,9.0,5.49,0.8,8.0,False,False,1.0,7.0,19.82,6.46
64.0,Male,Health,1.51,Instagram,40.0,4.6,6.66,5.53,6.0,7.56,0.15,7.0,False,False,2.0,24.0,18.79,4.14
22.0,Female,Health,0.76,Instagram,56.0,4.84,8.21,6.92,3.0,3.92,0.76,2.0,True,False,2.0,16.0,11.5,5.51
29.0,Female,Unemployed,3.32,Twitter,65.0,7.67,8.51,6.78,10.0,6.67,2.51,6.0,False,False,2.0,23.0,16.05,6.73
53.0,Male,IT,0.0,Telegram,47.0,3.09,6.12,5.39,4.0,6.56,0.93,8.0,True,False,1.0,28.0,11.93,3.28
40.0,Male,Education,2.92,TikTok,62.0,4.21,2.61,2.91,6.0,5.58,2.25,3.0,True,False,6.0,11.0,13.69,4.33
33.0,Male,IT,0.15,TikTok,64.0,7.57,4.72,3.69,1.0,6.36,0.44,2.0,False,False,3.0,28.0,14.79,2.89
31.0,Male,IT,0.48,Telegram,46.0,6.04,6.8,5.74,2.0,6.8,1.21,5.0,False,True,4.0,1.0,8.09,5.97
52.0,Male,IT,2.84,Telegram,66.0,11.95,5.47,4.77,4.0,5.11,1.61,6.0,True,True,1.0,5.0,9.38,5.49
40.0,Female,Student,2.61,Twitter,58.0,3.89,8.9,7.93,2.0,5.56,1.65,6.0,False,False,7.0,15.0,9.07,8.02
26.0,Female,IT,0.0,Instagram,66.0,8.01,2.92,2.47,7.0,7.21,1.34,2.0,False,True,0.0,4.0,6.41,2.69
61.0,Male,Unemployed,1.44,Instagram,62.0,3.59,8.9,8.6,7.0,5.58,0.44,5.0,True,False,1.0,21.0,3.15,8.59
59.0,Female,IT,3.91,Instagram,60.0,6.67,5.2,4.42,2.0,6.14,0.0,6.0,False,False,2.0,30.0,12.65,2.74
26.0,Female,Finance,3.03,Facebook,60.0,8.9,7.73,7.2,7.0,5.62,0.55,7.0,False,True,2.0,9.0,4.59,6.21
44.0,Female,Education,0.0,Instagram,47.0,6.99,3.54,3.08,3.0,7.81,0.92,6.0,False,True,1.0,9.0,0.0,3.9
46.0,Female,Student,0.0,Facebook,63.0,6.75,6.45,6.07,9.0,7.43,1.02,9.0,False,True,2.0,4.0,11.54,6.25
54.0,Female,Student,1.44,Facebook,56.0,7.81,3.88,3.17,2.0,5.38,0.51,10.0,True,False,3.0,21.0,6.97,4.53
25.0,Female,IT,2.68,Facebook,66.0,6.93,5.71,5.17,8.0,7.48,1.42,4.0,True,False,5.0,24.0,14.39,5.14
18.0,Female,IT,2.54,Telegram,49.0,8.84,3.5,3.89,5.0,6.84,0.52,1.0,False,True,0.0,19.0,7.76,3.98
42.0,Male,Finance,0.13,Facebook,67.0,6.27,2.22,1.72,4.0,7.7,0.19,7.0,True,False,1.0,12.0,18.61,0.28
62.0,Female,Student,3.49,Instagram,57.0,8.58,2.3,1.89,2.0,7.2,0.94,3.0,False,False,4.0,27.0,6.57,1.82
21.0,Male,Student,2.65,Facebook,63.0,7.24,8.08,8.11,5.0,3.94,0.51,0.0,False,True,1.0,25.0,4.99,8.26
61.0,Male,IT,3.2,Instagram,64.0,5.12,4.66,4.16,5.0,5.46,1.76,7.0,False,False,4.0,28.0,21.1,4.22
56.0,Female,IT,1.0,Instagram,61.0,7.61,3.93,3.16,1.0,5.39,1.63,5.0,False,False,2.0,3.0,10.12,4.29
43.0,Male,Health,0.0,TikTok,72.0,5.75,8.9,8.44,5.0,3.0,0.86,8.0,True,False,0.0,18.0,6.15,8.9
45.0,Female,Student,2.55,TikTok,50.0,10.28,3.21,2.83,6.0,5.09,0.55,6.0,True,False,3.0,27.0,11.18,2.39
45.0,Male,Health,2.31,TikTok,58.0,8.76,2.37,2.15,8.0,8.28,0.0,0.0,False,True,3.0,5.0,7.95,2.36
25.0,Female,Health,2.29,Twitter,56.0,6.06,4.55,5.02,3.0,9.52,2.43,2.0,True,True,3.0,16.0,27.92,5.84
58.0,Male,IT,2.76,Facebook,68.0,5.18,2.62,2.11,2.0,4.24,1.09,5.0,False,False,1.0,17.0,8.37,2.05
56.0,Male,Education,5.21,TikTok,70.0,1.28,5.96,4.48,3.0,8.56,0.82,2.0,False,False,2.0,30.0,12.4,4.81
20.0,Female,Education,6.55,Instagram,54.0,5.24,5.15,5.18,4.0,3.71,1.67,5.0,False,True,4.0,25.0,27.11,4.13
45.0,Male,Health,3.35,Facebook,64.0,3.38,6.52,5.97,8.0,6.55,1.95,1.0,True,False,1.0,15.0,15.52,6.3
62.0,Male,Student,4.78,TikTok,57.0,6.22,5.08,4.44,10.0,8.65,0.5,5.0,False,False,1.0,9.0,12.22,6.16
62.0,Male,IT,1.36,Instagram,61.0,7.59,4.94,4.26,8.0,3.54,0.0,1.0,False,False,1.0,27.0,17.29,4.14
38.0,Male,Student,1.26,Facebook,51.0,7.28,6.06,4.09,7.0,5.4,1.06,9.0,False,False,0.0,18.0,7.68,5.55
28.0,Male,IT,3.36,TikTok,55.0,7.76,6.85,5.7,7.0,3.82,1.2,8.0,False,False,1.0,21.0,24.71,3.11
54.0,Male,Student,3.88,Twitter,61.0,5.81,5.6,4.35,3.0,4.81,1.22,7.0,True,True,2.0,29.0,6.56,3.43
53.0,Male,Education,1.94,Instagram,60.0,4.29,6.5,6.43,10.0,5.5,0.28,0.0,False,False,0.0,2.0,16.04,4.77
52.0,Male,Health,0.42,Twitter,65.0,7.68,6.12,5.93,9.0,5.58,0.0,6.0,False,False,1.0,7.0,9.87,6.48
37.0,Male,Finance,1.45,TikTok,61.0,8.5,8.76,7.75,10.0,6.62,0.77,3.0,False,False,1.0,0.0,7.67,8.7
35.0,Male,Education,0.0,Facebook,58.0,6.63,8.14,8.15,2.0,5.42,0.62,8.0,False,False,1.0,6.0,9.08,7.02
58.0,Male,Unemployed,3.37,Facebook,84.0,7.07,8.84,7.18,10.0,4.12,1.7,7.0,True,False,3.0,9.0,6.99,7.75
20.0,Female,Student,0.3,Telegram,62.0,8.86,5.19,3.93,7.0,5.27,0.73,10.0,False,False,1.0,14.0,22.17,2.57
33.0,Male,Student,3.63,Twitter,56.0,6.92,6.18,4.79,6.0,4.29,2.13,3.0,False,False,1.0,27.0,8.96,5.96
33.0,Male,Health,3.65,Twitter,54.0,10.69,8.77,7.31,3.0,6.7,1.35,0.0,False,False,1.0,25.0,8.12,6.94
29.0,Female,Student,4.74,Twitter,58.0,5.67,8.07,8.13,1.0,4.88,0.0,7.0,False,False,1.0,9.0,19.64,8.96
41.0,Female,Health,4.39,Facebook,72.0,8.16,4.39,2.52,2.0,6.4,2.34,2.0,False,False,2.0,4.0,0.0,3.46
45.0,Male,Student,0.0,Twitter,68.0,9.29,6.96,5.87,9.0,7.91,0.66,6.0,False,False,3.0,16.0,3.72,5.89
45.0,Female,Finance,4.5,Facebook,43.0,6.47,2.77,1.98,2.0,7.28,0.22,2.0,False,True,5.0,23.0,21.34,0.4
25.0,Female,Education,4.62,Telegram,60.0,6.72,8.62,7.65,2.0,5.55,1.45,0.0,False,True,1.0,25.0,0.0,7.17
45.0,Male,Education,4.18,Facebook,58.0,6.67,5.45,5.4,4.0,8.66,0.93,5.0,False,False,1.0,5.0,7.58,4.52
44.0,Male,Education,0.0,Telegram,53.0,8.85,6.23,6.07,3.0,6.99,0.56,7.0,False,True,2.0,26.0,11.89,7.12
